year,d14c,sig_d14c
-4489.5,79.5,3.0
-4509.5,78.8,3.1
-4529.5,77.9,3.1
-4549.5,77.9,3.1
-4569.5,83.0,3.4
-4589.5,79.4,3.1
-4609.5,79.9,3.0
-4629.5,79.9,3.0
-4649.5,91.1,3.5
-4669.5,86.6,3.1
-4689.5,85.2,3.0
-4709.5,90.1,3.0
-4729.5,83.4,3.4
-4749.5,86.3,3.4
-4769.5,90.5,3.4
-4789.5,82.3,3.5
-4809.5,81.5,3.4
-4829.5,87.6,2.6
-4849.5,83.7,3.4
-4869.5,83.0,3.5
-4889.5,93.1,3.4
-4909.5,81.4,3.6
-4929.5,90.9,2.0
-4949.5,80.7,2.8
-4969.5,85.5,2.8
-4989.5,89.6,2.8
-5009.5,85.5,3.0
-5029.5,92.3,3.4
-5049.5,92.1,3.1
-5069.5,89.0,3.1
-5089.5,88.4,3.4
-5109.5,93.4,3.1
-5129.5,98.2,3.1
-5149.5,94.2,3.4
-5169.5,100.2,3.2
-5189.5,108.5,3.2
-5209.5,100.4,3.2
1534.5,11.2,2.8
1524.5,17.6,2.4
1514.5,9.8,2.4
1504.5,6.9,2.4
1234.5,-11.1,2.8
1224.5,-15.6,2.0
1214.5,-18.0,3.1
1194.5,-11.7,3.1
1174.5,-12.1,2.0
1164.5,-14.8,2.0
1154.5,-16.7,2.0
1144.5,-20.0,2.0
1134.5,-11.3,2.7
1124.5,-13.6,2.7
1114.5,-15.9,2.7
1104.5,-10.6,2.7
1094.5,-11.2,2.7
1084.5,-8.7,2.3
1074.5,-9.1,2.3
1064.5,0.2,2.4
1054.5,-2.0,2.7
1044.5,-6.3,2.7
1034.5,-8.5,2.7
1024.5,-10.0,2.8
1014.5,-13.7,2.8
1004.5,-17.2,2.3
994.5,-13.0,2.3
984.5,-16.1,2.3
974.5,-12.1,2.3
964.5,-18.1,2.3
954.5,-18.8,2.3
-164.5,-8.5,2.7
-174.5,-7.0,2.8
-184.5,-7.3,2.7
-194.5,-10.5,3.1
-204.5,-12.9,2.8
-214.5,-13.6,2.8
-294.5,-2.1,2.7
-424.5,-16.6,2.7
-434.5,-11.7,3.2
-444.5,-7.8,3.1
-454.5,-4.7,3.2
-464.5,-5.6,3.1
-474.5,-5.5,3.1
-484.5,-7.0,3.2
-494.5,-5.4,3.1
-504.5,-2.8,3.1
-514.5,-5.6,2.6
-524.5,-3.3,2.7
-534.5,-3.3,2.7
-544.5,-4.7,2.7
-554.5,-7.4,2.7
-564.5,-6.6,2.7
-574.5,-8.0,2.7
-584.5,-3.5,3.1
-594.5,-1.3,3.1
-604.5,-4.8,3.1
-614.5,0.1,2.7
-624.5,1.3,2.7
-634.5,0.6,2.7
-644.5,6.0,2.4
-1114.5,10.9,3.4
-1124.5,9.5,3.4
-1134.5,6.5,3.6
-1144.5,10.3,3.4
-2374.5,32.0,3.7
-2394.5,39.7,3.8
-2414.5,39.9,3.8
-2864.5,66.3,3.3
-2874.5,68.0,3.3
-2884.5,64.1,3.3
-4950.5,86.6,4.3
-4970.5,85.2,4.3
-4990.5,81.8,4.3
-5010.5,77.4,5.9
-5030.5,82.2,5.3
-5130.5,86.9,4.7
-5150.5,87.6,4.7
-5170.5,102.6,4.8
-5190.5,86.1,4.3
-5210.5,92.6,4.4
-5230.5,88.8,4.3
-5250.5,96.1,4.4
-5270.5,95.3,3.8
-5290.5,93.1,3.8
-5310.5,88.9,3.8
-5330.5,89.1,3.8
-5350.5,90.0,3.8
-5370.5,88.0,3.8
-5390.5,83.7,3.8
-5410.5,93.3,3.8
-5430.5,83.7,3.8
-5450.5,94.5,3.8
-5470.5,92.0,3.8
-5490.5,79.3,3.8
-5510.5,81.8,3.8
-5530.5,82.7,3.8
-5541.5,87.2,4.7
-5550.5,86.2,3.8
-5561.5,95.2,4.8
-5570.5,79.7,3.8
-5581.5,79.9,4.7
-5590.5,92.2,3.8
-5601.5,92.8,4.8
-5610.5,92.0,3.8
-5621.5,85.3,4.7
-5630.5,86.5,3.8
-5641.5,84.3,4.7
-5661.5,79.1,4.7
-5681.5,78.6,4.7
-5701.5,82.2,4.7
-5721.5,80.6,4.7
-5741.5,80.1,4.7
-5761.5,74.4,4.7
-5781.5,76.9,4.7
-5801.5,72.1,4.7
-5821.5,71.3,4.7
-5841.5,72.6,4.7
-5862.5,76.7,4.3
-5882.5,72.9,4.3
-5902.5,76.8,4.3
-5922.5,76.9,4.3
-5942.5,70.1,4.3
-5962.5,80.9,4.3
-5982.5,87.2,4.3
-6002.5,78.9,4.3
-6022.5,78.9,4.4
-6042.5,67.4,4.4
-6062.5,71.9,4.3
-6082.5,73.6,4.4
-6102.5,68.2,4.4
-6122.5,66.7,4.4
-6142.5,78.1,4.4
-6150.5,82.7,4.4
-6170.5,72.5,4.4
-6190.5,81.2,4.4
-6210.5,77.8,4.0
-6230.5,74.1,4.0
-6250.5,67.8,4.0
-6270.5,66.4,4.0
-6290.5,69.2,4.0
-6310.5,68.1,4.3
-6330.5,77.6,4.3
-6350.5,74.2,4.3
-6370.5,79.2,4.3
-6390.5,77.0,4.3
-6410.5,72.5,4.3
-6430.5,77.0,4.3
-6450.5,72.2,4.3
-6470.5,61.9,4.2
-6490.5,73.3,4.9
-6510.5,64.0,4.2
-6530.5,65.7,4.2
-6550.5,59.1,4.2
-6570.5,68.4,4.3
-6590.5,66.2,4.4
-6610.5,66.4,4.4
-6630.5,71.1,4.7
-6650.5,65.5,4.4
-6670.5,63.7,4.4
-6690.5,64.7,3.7
-6710.5,65.5,3.7
-6730.5,69.7,3.7
-6750.5,68.0,3.7
-6770.5,67.1,3.7
-6790.5,78.4,4.4
-6810.5,75.7,4.4
-6830.5,74.1,4.4
-6850.5,77.3,4.4
-6870.5,75.4,4.4
-6890.5,89.2,4.5
-6890.5,88.2,4.5
-6910.5,86.9,4.7
-6930.5,89.5,4.7
-6950.5,83.5,4.7
-6950.5,84.7,4.7
-6970.5,96.3,4.8
-6990.5,96.9,4.8
-7010.5,103.1,4.8
-7030.5,106.5,4.8
-7050.5,95.2,4.8
-7070.5,97.7,4.8
-7090.5,79.7,2.8
-7110.5,81.8,3.5
-7130.5,84.4,3.5
-7150.5,79.6,3.5
-7170.5,93.3,4.5
-7230.5,100.1,4.5
1744.5,-1.0,2.4
1734.5,3.2,2.5
1724.5,11.2,2.5
1714.5,14.3,2.7
1704.5,15.8,2.7
1694.5,19.5,2.3
1684.5,11.1,2.3
1674.5,10.4,2.5
1664.5,8.9,2.6
1654.5,6.8,2.3
1644.5,2.9,2.2
1634.5,-2.0,2.1
1624.5,-4.8,2.1
1614.5,-3.6,2.1
1604.5,-1.3,2.1
1594.5,-2.9,2.2
1584.5,3.8,2.1
1574.5,3.0,2.1
1564.5,4.9,2.3
1554.5,6.4,2.3
1544.5,11.6,2.1
1534.5,8.8,2.1
1524.5,13.6,2.3
1514.5,9.7,2.1
1504.5,10.4,2.1
1494.5,10.5,2.3
1484.5,11.2,2.1
1474.5,11.9,2.1
1464.5,12.1,2.1
1454.5,13.1,2.1
1444.5,4.3,2.5
1434.5,1.6,2.1
1424.5,1.5,2.2
1414.5,-1.9,2.2
1404.5,-3.2,2.2
1394.5,-6.0,2.2
1384.5,-9.1,2.2
1374.5,-12.5,2.2
1364.5,-9.9,2.2
1354.5,-2.2,2.1
1344.5,0.7,2.1
1334.5,0.3,2.2
1324.5,6.0,2.1
1314.5,1.8,2.2
1304.5,-1.5,2.5
1294.5,-2.9,2.2
1284.5,-3.4,2.2
1274.5,-9.6,2.5
1264.5,-13.5,2.2
1254.5,-17.3,2.2
1244.5,-13.8,2.2
1234.5,-13.8,2.1
1224.5,-8.6,2.2
1214.5,-15.7,2.2
1204.5,-17.6,2.1
1194.5,-18.4,2.2
1184.5,-15.6,2.0
1174.5,-15.2,2.0
1164.5,-15.8,2.1
1154.5,-17.9,2.2
1144.5,-17.9,2.2
1134.5,-20.2,2.2
1124.5,-14.8,2.2
1114.5,-18.8,2.2
1104.5,-15.5,2.0
1094.5,-12.1,2.5
1084.5,-14.6,2.2
1074.5,-8.7,2.5
1064.5,-8.5,2.5
1054.5,-5.7,2.2
1044.5,-6.1,2.2
1034.5,-9.3,2.0
1024.5,-11.2,2.1
1014.5,-21.3,2.2
1004.5,-15.7,2.5
994.5,-13.7,2.2
984.5,-21.0,2.2
974.5,-18.1,2.2
964.5,-19.5,2.2
954.5,-16.4,2.2
935,-22.5,2.4
925,-12.5,2.5
915,-13.0,2.2
905,-13.5,2.2
895,-13.3,2.2
785,-7.8,2.5
775,-6.2,2.5
765,-17.9,2.4
755,-17.6,2.4
745,-15.1,2.5
335,-17.6,2.4
325,-22.5,2.4
315,-21.1,2.4
305,-21.9,2.4
295,-18.5,2.4
285,-18.4,2.4
275,-13.9,2.3
265,-13.3,2.5
255,-12.9,2.5
245,-15.6,2.5
-3202,60.0,1.6
-3213,63.4,1.6
-3227,69.6,1.3
-3238,71.1,1.2
-3251,76.3,2.0
-3265,73.4,1.2
-3276,81.2,2.0
-3287,78.8,1.6
-3297,80.1,2.2
-3307,84.6,2.0
-3316,84.2,2.3
-3330,79.8,2.3
-3339,82.9,2.3
-3345,80.7,2.3
-3358,77.8,2.1
-3363,72.6,1.7
-3370,69.4,2.0
-3378,62.3,2.0
-3383,59.5,2.2
-3390,59.9,1.6
-3398,67.9,2.3
-3406,62.5,2.0
-3413,66.7,2.3
-3420,64.8,1.6
-3425,67.0,2.3
-3430,69.5,2.5
-3434,70.6,2.4
-3438,75.1,2.0
-3443,72.4,1.6
-3448,74.7,1.7
-3454,75.2,1.7
-3461,77.6,2.3
-3465,76.2,2.3
-3467,79.6,2.3
-3473,82.2,1.8
-3479,84.4,2.2
-3486,82.7,2.0
-3493,80.9,1.6
-3500,75.1,2.1
-3507,79.5,2.2
-3514,84.0,2.3
-3521,74.5,2.3
-3527,70.5,1.7
-3534,69.4,2.1
-3541,64.9,2.3
-3547,66.8,2.3
-3554,71.6,2.3
-3565,74.1,2.4
-3576,73.6,2.1
-3586,80.0,1.5
-3594,79.5,2.3
-3601,81.5,3.0
-3609,86.4,1.6
-3627,87.8,1.8
-3633,83.0,2.3
-3639,74.6,1.7
-3643,72.3,2.3
-3649,73.1,2.0
-3655,69.5,2.1
-3662,64.0,2.3
-3667,66.5,2.0
-3674,68.9,2.3
-3681,70.8,2.3
-3687,72.6,2.3
-3696,67.5,2.3
-3704,70.4,2.3
-3712,64.6,1.7
-3718,64.5,1.7
-3726,70.5,1.7
-3733,66.1,2.0
-3741,68.6,1.7
-3750,70.5,2.3
-3755,73.6,2.3
-3762,71.2,2.3
-3771,73.3,2.3
-3777,69.8,2.4
-3788,70.7,2.3
-3798,69.3,2.3
-3807,69.0,2.4
-3815,66.8,2.3
-3826,67.2,1.7
-3839,70.8,1.6
-3850,68.9,2.5
-3858,73.8,1.6
-3866,72.4,1.7
-3874,79.8,2.3
-3885,82.0,1.6
-3894,80.5,2.3
-3903,87.1,2.3
-1565.5,14.9,1.9
-1575.5,14.0,1.9
-1585.5,13.9,1.9
-1595.5,18.4,1.9
-1605.5,14.5,1.9
-1611,15.5,1.9
-1615.5,16.3,1.9
-1617,13.7,1.9
-1625.5,15.6,1.9
-1634,10.0,1.9
-1635.5,13.9,1.9
-1642,14.5,1.9
-1645.5,14.3,1.9
-1646,14.3,1.9
-1649,11.6,1.9
-1654,18.7,1.9
-1656,18.5,1.9
-1659,16.2,1.9
-624.5,-1.5,1.9
-634.5,0.7,1.6
-644.5,1.8,1.9
-654.5,11.5,1.6
-654.5,9.9,1.5
-664.5,5.7,1.9
-664.5,8.1,1.4
-674.5,-1.3,1.7
-674.5,7.4,1.4
-684.5,6.8,1.9
-684.5,9.8,1.4
-694.5,17.4,1.9
-704.5,14.9,1.8
-714.5,17.2,1.9
-724.5,16.3,1.8
-734.5,14.6,1.6
-744.5,14.6,1.8
-752.5,14.1,2.9
-754.5,11.9,1.9
-764.5,13.1,1.9
-774.5,10.7,1.6
-784.5,7.3,2.1
-794.5,6.5,1.8
-804.5,3.1,1.7
-814.5,-0.2,1.7
-824.5,-0.4,1.6
-839.5,0.5,1.6
-844.5,-1.7,1.7
-1112,7.4,2.1
-1117,4.5,2.3
-1122,7.8,2.3
-1127,3.4,2.2
-1132,6.9,2.6
-1137,3.3,2.1
-1142,6.8,1.9
-1147,8.3,1.9
-1152,10.7,1.9
-1157,8.7,1.9
-1212,6.8,3.4
-1217,15.1,2.1
-1222,8.9,1.8
-1227,12.7,2.3
-1232,9.5,2.1
-1237,6.0,1.9
-1242,11.1,2.3
-1247,8.7,1.9
-1252,13.9,1.8
-1257,12.3,1.6
-1262,11.7,1.8
-1267,10.5,1.9
-1272,14.0,1.9
-1276,11.2,3.0
-1277,13.1,2.3
-1281,11.7,2.4
-1282,11.4,1.9
-1286,11.5,2.1
-1287,8.1,2.5
-1291,10.6,2.6
-1292,13.6,2.6
-1296,11.3,3.3
-1297,12.7,3.0
-1301,5.9,3.0
-1302,17.3,2.5
-1306,5.6,2.4
-1307,8.5,3.1
-1311,10.1,1.8
-1316,11.1,1.6
-1321,11.0,1.9
-1326,10.7,2.5
-1331,9.4,1.9
-1336,11.8,2.1
-1341,16.1,2.2
-1346,16.4,2.5
-1352,17.3,2.3
-1481,17.2,2.3
-1486,19.6,2.3
-1491,18.9,1.9
-1494.5,17.7,2.3
-1496,18.8,1.9
-1501,18.3,3.2
-1501,14.7,2.5
-1504.5,10.1,2.4
-1506,16.4,2.4
-1511,9.9,2.1
-1514.5,14.1,2.1
-1516,13.3,3.3
-1521,13.4,2.1
-1524.5,16.1,2.5
-1526,16.5,1.8
-1531,11.1,3.0
-1534.5,11.1,2.4
-1536,12.5,1.6
-1536,11.0,2.3
-1541,16.7,2.3
-1541,15.5,1.9
-1544.5,11.1,2.5
-1546,16.8,2.4
-1546,10.8,1.8
-1551,16.4,1.9
-1551,11.4,1.8
-1554.5,16.2,2.4
-1556,15.5,1.9
-1561,15.8,2.3
-1564.5,11.2,2.4
-1566,16.1,2.3
-1571,15.0,1.9
-1574.5,15.7,2.4
-1576,14.3,2.4
-1579.5,19.1,3.2
-1581,17.4,1.8
-1584.5,16.5,2.3
-1586,22.0,2.2
-1586,20.5,2.9
-1591,26.6,2.9
-1591,21.4,2.2
-1594.5,20.7,2.2
-1596,19.6,1.9
-1601,19.3,2.2
-1604.5,22.0,2.2
-1606,21.8,1.8
-1611,20.7,1.8
-1614.5,15.5,2.5
-1616,17.6,2.2
-1621,19.7,2.3
-1624.5,16.4,2.4
-1626,15.2,2.3
-1631,17.0,2.5
-1634.5,14.4,2.4
-1636,19.9,2.7
-1641,15.1,2.9
-1644.5,16.2,2.3
-1646,17.1,3.4
-1654.5,19.7,2.2
-1654.5,14.8,2.4
-1664,12.9,3.2
-1664.5,17.4,3.0
-1664.5,15.9,2.3
-1674.5,15.8,1.9
-1674.5,14.9,2.4
-1684.5,19.6,1.9
-1684.5,17.0,2.3
-1694.5,16.8,2.3
-1694.5,14.7,1.9
-1704.5,10.0,2.3
-4073.5,67.6,3.6
-4083.5,63.6,3.2
-4093.5,66.7,3.1
-4103.5,72.8,3.1
-4113.5,71.7,3.2
-4123.5,73.3,2.9
-4133.5,83.3,3.2
-4375,55.3,6.2
-4383,63.6,5.0
-4392,75.4,5.2
-4406,67.2,5.0
-4433,73.2,5.1
-4442,79.6,5.1
-4451,68.2,5.2
-4461,65.5,5.3
-4470,80.7,5.1
-4482,87.7,5.4
-4492,77.9,6.3
-4503,62.3,5.2
-4513,78.0,6.8
-4521,74.0,5.2
-4541,86.8,5.4
-4552,66.0,5.0
-4565,76.6,5.1
-4576,79.4,5.1
-4587,78.3,5.4
-4596,82.9,5.1
-4644.5,84.8,5.1
-4656,67.7,5.3
-4669,75.1,5.1
-4684,84.8,5.1
-4689.5,76.1,3.2
-4692,85.1,5.1
-4700,83.6,5.1
-4709.5,78.5,3.2
-4713.5,79.5,5.1
-4727,72.9,5.1
-4729.5,71.1,3.2
-4747.5,73.0,3.2
-4769.5,78.0,3.2
-4809.5,69.9,3.2
-4829.5,78.9,3.5
-4853.5,73.8,3.2
-4860,67.1,3.2
-4882.5,79.2,3.2
-4884,77.4,3.2
-4900.5,79.8,3.2
-4902,83.3,3.0
-4908.5,75.5,5.1
-4916,81.3,3.5
-4929,88.3,5.1
-4933.5,76.1,3.5
-4948.5,81.0,5.1
-4994,94.0,5.2
-5032,82.6,3.8
-5056,72.1,3.7
-5086,81.7,3.8
-5119.5,81.5,3.9
-5139.5,73.6,3.7
-5175,90.2,4.1
-5218.5,84.1,3.9
-5233,83.5,3.9
-5308,92.1,3.9
-5845.5,65.3,4.2
-5895.5,81.4,4.3
-5904,74.7,3.9
-5946,86.7,3.8
-5964,78.3,3.8
-5989,65.1,4.1
-6023,78.9,3.8
-6038,71.8,4.0
-6056.5,81.3,4.0
-6079.5,62.7,4.1
-6134,64.3,3.7
-6163.5,68.5,3.7
-6187,62.4,4.0
-6266,65.8,3.7
-6287.5,60.0,3.7
-6308,69.5,3.7
-6320,82.2,3.8
-6330.5,71.3,4.3
-6343,76.0,4.3
-6343.5,84.2,6.2
-6349.5,83.2,3.8
-6359.5,82.6,3.8
-6363.5,87.3,3.8
-6364.5,81.0,3.8
-6368,77.9,3.8
-6371,86.8,4.3
-6374.5,81.4,3.8
-6377,83.7,4.2
-6378,81.9,3.8
-6381,75.0,3.7
-6382,74.8,3.7
-6384.5,82.3,3.8
-6387,84.2,3.8
-6387,81.5,3.8
-6389.5,82.5,3.8
-6392,83.4,3.8
-6397,70.6,3.7
-6397.5,71.5,3.7
-6398,85.4,3.8
-6401,79.7,7.4
-6402.5,74.1,3.7
-6408,84.5,3.8
-6408,74.8,3.7
-6412,90.5,4.6
-6415,65.0,4.1
-6415,76.4,6.2
-6428,65.4,3.7
-6437,74.6,3.7
-6442.5,70.0,5.3
-6443.5,57.5,4.2
-6452,77.0,3.8
-6456,61.9,3.7
-6468,65.4,3.7
-6480,56.3,3.9
-6504.5,51.7,4.2
-6535,65.3,4.4
-6572.5,69.2,4.1
-6594.5,67.0,3.7
-6596.5,64.0,4.2
-6604.5,63.8,4.2
-6640,77.9,4.6
-6649.5,60.8,7.7
-6670,64.7,4.8
-6695,59.0,4.2
-6714,53.4,4.3
-6735,66.3,4.4
-6750,63.0,4.1
-6765,77.8,4.3
-6780.5,61.7,4.6
-6797.5,71.6,3.7
-6806,68.8,4.4
-6819.5,77.1,5.6
-6833.5,70.1,4.3
-6865.5,83.4,4.7
-6883.5,77.8,5.2
-6891.5,81.0,3.8
-6915.5,74.1,4.5
-6925,81.5,3.8
-6950,73.3,4.8
-6965,83.5,4.3
-6990,87.3,5.5
-7004,92.4,3.8
-7022,105.5,4.7
-7045,94.0,4.4
-7047.5,85.7,3.8
-7049.5,74.8,4.3
-7051.5,77.2,3.8
-7056,98.1,3.8
-7059.5,87.5,5.4
-7061,77.5,3.8
-7064,78.5,3.8
-7072,78.8,8.3
-7074,78.4,3.8
-7075.5,78.8,3.9
-7084.5,66.4,3.7
-7094.5,69.5,5.2
-7116,83.4,4.7
-7120,87.3,4.6
-7153.5,84.0,4.7
-7160,83.1,4.7
-7165.5,83.7,4.5
-7181,77.8,3.8
-7194,89.2,5.6
-7208,81.3,4.0
-7218,81.8,4.0
-7228.5,89.3,4.1
-7238.5,89.7,4.1
-1934.5,24.5,1.1
-1942.5,23.5,2.5
-1954.5,22.2,2.0
-1963.5,20.6,2.8
-1974.5,25.9,2.0
-1981.5,22.1,2.4
-1994.5,23.8,2.2
-2004.5,28.2,2.7
-2014.5,27.3,2.3
-2024.5,25.7,2.6
-2033.5,22.9,2.0
-2043.5,22.9,3.8
-2055,24.9,2.2
-2064,17.7,3.0
-2074.5,25.7,1.9
-2084.5,23.0,2.8
-2092,28.1,2.0
-2104,32.1,2.8
-2114,34.1,2.1
-2123,32.9,2.6
-2133.5,33.0,2.7
-2144.5,27.6,2.8
-2148.5,31.8,2.6
-2154,24.1,2.0
-2158.5,28.3,2.7
-2164,27.2,2.3
-2174,28.8,2.3
-2179,34.6,2.3
-2184,35.9,2.2
-2189,39.2,3.6
-2194,35.1,2.6
-2204,29.8,2.4
-2214,24.1,2.4
-2219.5,29.1,2.6
-2229.5,29.0,2.3
-2235,28.6,2.3
-2238,33.4,2.6
-2244,26.3,2.4
-2254.5,31.8,2.6
-2264,36.6,2.8
-2274,37.6,2.7
-2280,35.5,2.8
-2283,38.5,2.6
-2290,34.2,2.7
-2294,34.2,2.4
-2300,30.8,2.4
-2310,30.5,2.6
-2320,31.5,3.1
-2327.5,38.0,1.9
-2337.5,37.6,2.1
-2350.5,32.3,2.2
-2360.5,35.2,3.5
-2370.5,37.2,2.2
-2380.5,40.7,2.7
-2390.5,40.1,3.2
-2407.5,43.2,2.7
-2417.5,45.3,2.9
-2427.5,44.5,2.3
-2437.5,42.5,2.9
-2447.5,45.9,2.5
-2467.5,45.0,2.2
-2480,40.4,2.8
-2490,38.1,2.5
-2500,36.4,2.6
-2509,35.2,3.1
-2511,36.8,2.8
-2520,38.5,3.1
-2530,37.5,2.6
-2540,46.9,2.1
-2550,43.5,2.7
-2560,51.1,3.1
-2570,43.4,2.7
-2580,37.4,2.5
-2590,38.0,2.2
-2600,38.8,2.5
-2610,46.1,2.6
-2620,41.7,2.6
-2630,45.6,2.7
-2640,40.4,3.1
-2652.5,44.7,2.9
-2662.5,43.1,2.2
-2672.5,45.9,2.6
-2682.5,41.4,2.1
-2692.5,46.3,2.6
-2702.5,44.0,2.3
-2711.5,49.1,2.6
-2712.5,42.7,2.6
-2721.5,49.3,2.6
-2731.5,51.1,2.9
-2732.5,54.4,2.2
-2741.5,55.0,3.9
-2751.5,50.9,2.6
-2752.5,53.8,3.1
-2761.5,49.1,2.6
-2771.5,53.2,3.3
-2781.5,48.9,2.5
-2786.5,54.7,2.6
-2791.5,56.6,3.2
-2801.5,55.9,2.1
-2811.5,61.7,2.4
-2821.5,67.2,2.7
-2831.5,67.2,2.7
-2836.5,61.5,2.6
-2841.5,63.3,2.3
-2851.5,63.7,2.5
-2861.5,60.7,2.8
-2866.5,64.1,2.3
-2876.5,60.0,2.2
-2881.5,50.4,3.1
-2891.5,53.8,2.2
-2901.5,51.9,2.9
-2906.5,48.1,2.7
-2911.5,47.7,2.5
-2916.5,47.3,2.6
-2921.5,46.2,3.1
-2931.5,46.7,2.7
-2941.5,50.0,2.6
-2946.5,47.8,2.9
-2956.5,48.3,2.3
-2961.5,48.4,2.7
-2971.5,51.2,2.7
-2981.5,50.7,3.7
-2986.5,51.4,2.5
-2991.5,54.4,2.9
-3001.5,54.9,2.4
-3011.5,51.6,2.9
-3021.5,52.1,2.8
-3026.5,49.1,2.7
-3031.5,41.9,2.9
-3036.5,50.3,2.4
-3041.5,49.9,2.7
-3051.5,55.8,3.3
-3061.5,58.4,2.8
-3071.5,60.6,2.5
-3081.5,59.8,3.6
-3091.5,58.9,2.8
-3096.5,54.2,2.8
-3106.5,53.9,2.9
-3116.5,54.9,2.8
-3126.5,52.6,2.6
-3136.5,53.6,2.8
-3146.5,54.3,2.6
-3156.5,58.4,2.8
-3166.5,62.2,2.8
-3176.5,62.3,2.4
-3186.5,62.4,2.9
-3196.5,58.5,2.8
-3201.5,61.6,2.8
-3206.5,63.8,2.8
-3211.5,64.8,2.5
-3216.5,70.1,2.7
-3221.5,70.1,1.6
-3226.5,61.5,3.2
-3231.5,69.4,2.5
-3236.5,71.0,2.9
-3241.5,73.6,2.8
-3246.5,73.6,2.5
-3251.5,75.3,2.9
-3256.5,78.9,2.8
-3261.5,82.8,2.3
-3266.5,74.5,2.7
-3271.5,70.3,2.9
-3276.5,74.7,2.5
-3281.5,77.8,2.3
-3286.5,75.7,2.4
-3291.5,71.5,2.9
-3296.5,81.8,2.2
-3301.5,78.6,2.7
-3311.5,80.6,3.0
-3321.5,81.9,2.8
-3331.5,81.8,2.8
-3341.5,71.0,2.8
-3346.5,79.3,3.0
-355,3.1,2.5
-365,-2.5,1.9
-375,-3.8,2.5
-385,-3.2,1.9
-395,-0.8,2.5
-405,-8.9,1.9
-415,-14.4,2.5
-425,-9.6,1.8
-435,-12.1,2.5
-445,-10.9,1.8
-455,-7.2,2.5
-465,-7.8,1.9
-475,-9.7,2.5
-485,-6.1,1.9
-495,-7.3,2.5
-495,-7.9,2.5
-505,-4.3,1.9
-515,-6.8,2.5
-525,-1.9,1.9
-535,0.6,2.5
-545,-5.6,1.9
-555,-6.3,2.5
-565,-5.7,1.9
-575,-4.5,2.5
-585,-2.1,1.9
-585,-3.9,2.5
-595,-5.8,2.5
-605,-2.1,1.9
-605,-1.5,1.9
-615,-0.3,2.5
-625,0.3,1.9
-625,4.0,1.9
-635,2.1,2.5
-645,8.3,1.9
-655,10.2,2.5
-665,6.4,1.9
-665,6.4,1.9
-675,4.5,2.5
-685,14.5,1.9
-685,7.6,1.9
-695,13.8,2.5
-705,15.7,1.9
-715,14.4,2.5
-725,16.9,1.9
-735,16.8,2.5
-735,23.2,1.9
-745,17.4,1.9
-755,15.5,2.5
-765,16.7,1.9
-765,17.4,2.5
-775,14.2,2.5
-785,15.4,1.9
-795,13.5,2.5
820,-18.0,2.1
819,-14.1,2.2
818,-16.2,2.2
817,-15.3,2.1
816,-12.5,2.1
815,-14.0,2.3
814,-21.1,2.3
814,-17.3,1.8
812,-14.8,2.2
811,-12.1,2.2
808,-10.8,2.2
807,-13.8,2.3
806,-14.3,2.2
803,-16.6,2.2
802,-13.5,2.2
801,-13.4,2.2
800,-12.7,1.8
799,-13.8,1.8
799,-13.5,1.8
798,-13.7,1.7
797,-11.6,1.7
796,-15.4,1.7
796,-13.3,2.1
795,-15.4,1.8
794,-12.5,1.7
793,-12.2,1.7
793,-14.1,1.8
792,-11.2,3.0
791,-15.0,2.9
791,-13.8,1.7
790,-11.0,2.5
789,-8.7,2.5
788,-7.3,2.5
787,-8.2,2.5
786,-5.3,2.5
785,-5.7,2.5
784,-6.8,2.5
783,-6.6,2.5
782,-5.3,2.7
781,-5.7,2.5
780,-0.8,2.5
779,-4.6,2.5
778,-0.5,2.5
777,-1.8,2.6
776,-3.0,2.5
776,-0.4,2.5
775,-3.3,2.5
775,-7.0,2.5
774,-16.2,2.4
774,-15.6,2.5
773,-17.7,2.4
773,-18.3,2.3
772,-18.3,2.4
772,-20.0,2.6
771,-14.5,2.5
771,-19.8,1.8
770,-17.4,2.4
770,-17.3,2.2
769,-15.6,2.7
769,-15.7,1.8
768,-17.7,2.4
768,-21.5,1.8
767,-16.0,2.6
767,-16.8,1.8
766,-16.0,2.4
766,-16.8,1.8
765,-14.4,2.1
765,-16.4,1.8
764,-12.4,2.0
764,-14.9,1.8
763,-14.0,2.1
763,-11.6,2.3
762,-16.2,2.3
762,-13.3,1.8
761,-15.4,2.0
761,-15.0,1.8
761,-15.3,1.8
760,-15.9,2.0
760,-18.3,1.7
760,-15.0,1.8
760,-16.0,1.8
759,-13.2,2.0
759,-17.8,1.7
759,-12.8,2.0
759,-18.8,1.8
758,-14.2,2.0
758,-20.8,1.7
758,-14.5,2.2
758,-18.8,1.8
757,-20.4,2.0
757,-19.7,1.8
756,-19.8,2.3
756,-19.0,1.8
755,-19.2,2.0
755,-21.5,1.7
755,-19.0,2.0
754,-19.1,2.1
754,-21.6,1.7
754,-17.1,2.1
754,-15.4,2.3
753,-16.3,2.3
753,-14.6,1.7
753,-19.0,2.3
753,-16.5,1.8
752,-16.6,2.0
752,-17.3,1.7
752,-13.5,1.8
751,-15.4,2.0
751,-18.0,1.7
750,-14.8,2.1
750,-19.0,2.0
749,-15.6,2.0
749,-17.1,1.7
748,-15.3,2.1
748,-12.9,2.3
747,-13.8,2.3
747,-16.8,1.7
746,-16.7,2.0
