year,rate
1749.916667,0.999451927
1750,0.997375788
1750.083333,0.995292119
1750.166667,0.993224786
1750.25,0.991198075
1750.333333,0.989236487
1750.416667,0.987364519
1750.5,0.985606453
1750.583333,0.983986141
1750.666667,0.982526789
1750.75,0.981250756
1750.833333,0.980179345
1750.916667,0.97933261
1751,0.978729175
1751.083333,0.978386054
1751.166667,0.978318501
1751.25,0.978539857
1751.333333,0.979061435
1751.416667,0.979892407
1751.5,0.981039719
1751.583333,0.98250803
1751.666667,0.984299663
1751.75,0.986414587
1751.833333,0.988850412
1751.916667,0.991602406
1752,0.994663536
1752.083333,0.998024517
1752.166667,1.00167389
1752.25,1.005598099
1752.333333,1.009781597
1752.416667,1.01420695
1752.5,1.01885496
1752.583333,1.023704794
1752.666667,1.02873412
1752.75,1.033919252
1752.833333,1.0392353
1752.916667,1.044656328
1753,1.050155516
1753.083333,1.05570532
1753.166667,1.061277647
1753.25,1.066844017
1753.333333,1.072375744
1753.416667,1.0778441
1753.5,1.083220491
1753.583333,1.088476623
1753.666667,1.093584678
1753.75,1.098517473
1753.833333,1.103248626
1753.916667,1.107752712
1754,1.112005417
1754.083333,1.11598368
1754.166667,1.119665832
1754.25,1.12303172
1754.333333,1.126062828
1754.416667,1.128742373
1754.5,1.131055404
1754.583333,1.132988874
1754.666667,1.13453171
1754.75,1.13567486
1754.833333,1.136411331
1754.916667,1.136736218
1755,1.136646708
1755.083333,1.136142085
1755.166667,1.135223712
1755.25,1.133895008
1755.333333,1.132161411
1755.416667,1.130030329
1755.5,1.127511083
1755.583333,1.124614837
1755.666667,1.121354524
1755.75,1.117744755
1755.833333,1.113801721
1755.916667,1.109543095
1756,1.104987911
1756.083333,1.100156446
1756.166667,1.09507009
1756.25,1.08975121
1756.333333,1.084223011
1756.416667,1.078509384
1756.5,1.072634757
1756.583333,1.066623934
1756.666667,1.060501942
1756.75,1.054293865
1756.833333,1.048024682
1756.916667,1.041719111
1757,1.035401447
1757.083333,1.02909541
1757.166667,1.022824
1757.25,1.01660936
1757.333333,1.01047265
1757.416667,1.004433933
1757.5,0.998512073
1757.583333,0.992724649
1757.666667,0.98708788
1757.75,0.981616563
1757.833333,0.97632402
1757.916667,0.971222064
1758,0.966320968
1758.083333,0.96162944
1758.166667,0.957154614
1758.25,0.952902038
1758.333333,0.948875671
1758.416667,0.945077877
1758.5,0.941509436
1758.583333,0.938169537
1758.666667,0.935055793
1758.75,0.932164251
1758.833333,0.929489405
1758.916667,0.927024221
1759,0.924760169
1759.083333,0.922687261
1759.166667,0.920794108
1759.25,0.919067991
1759.333333,0.917494944
1759.416667,0.916059869
1759.5,0.914746653
1759.583333,0.91353832
